"","Sub_region","HAB","mod","jday","mDIC_mn","mDIC_se","mOmA_mn","mOmA_se","mPAR8_mn","mPAR8_se","mPARm_mn","mPARm_se","mTA_mn","mTA_se","mTemp_mn","mTemp_se","Perturbation"
"23","BB","AL",0.5,155,2055.60202463289,5.73198459612149,3.79237572873983,0.0188464641747971,55.1982354556813,1.03769196104973,49.429058972527,0.89128486082984,2388.47000418944,3.68399072049584,27.7248823529412,0.390814380138683,"Half Cover"
"24","BB","AL",0.5,162,2050.2113553916,7.08376722802379,3.80811502940415,0.0220529514675318,56.2554550170898,1.34600516742332,50.9321816184304,1.14209246051552,2382.48594740914,4.1737716023569,28.5748181818182,0.415373513800461,"Half Cover"
"25","BB","AL",0.5,169,2050.2113553916,7.08376722802379,3.80811502940415,0.0220529514675318,56.2554550170898,1.34600516742332,50.9321816184304,1.14209246051552,2382.48594740914,4.1737716023569,28.5748181818182,0.415373513800461,"Half Cover"
"26","BB","AL",0.5,176,2050.2113553916,7.08376722802379,3.80811502940415,0.0220529514675318,56.2554550170898,1.34600516742332,50.9321816184304,1.14209246051552,2382.48594740914,4.1737716023569,28.5748181818182,0.415373513800461,"Half Cover"
"27","BB","AL",0.5,183,2046.68058966021,5.1279614710172,3.86332962666011,0.0189049327962574,49.6862355400534,1.25893637648195,53.0094113069422,1.01984958758433,2379.59978913022,3.3886777118098,30.2257911764706,0.193707119744266,"Half Cover"
"28","BB","AL",0.5,190,2045.2420698455,4.77498313843979,3.87006532028835,0.017789493310949,51.3605220628821,1.10300216318909,53.094260506008,0.758793203931777,2378.92029934476,2.90586222537171,30.2783673913043,0.14579844741581,"Half Cover"
"29","BB","AL",0.5,197,2045.2420698455,4.77498313843979,3.87006532028835,0.017789493310949,51.3605220628821,1.10300216318909,53.094260506008,0.758793203931777,2378.92029934476,2.90586222537171,30.2783673913043,0.14579844741581,"Half Cover"
"30","BB","AL",0.5,204,2035.04069487508,5.22583065096558,3.9010883888363,0.0180563753698833,51.6490003267924,1.1607321235955,53.3664162953695,0.802207749461809,2371.74054685853,3.67913240301883,30.67236875,0.202939438381197,"Half Cover"
"31","BB","AL",0.5,211,2035.04069487508,5.22583065096558,3.9010883888363,0.0180563753698833,51.6490003267924,1.1607321235955,53.3664162953695,0.802207749461809,2371.74054685853,3.67913240301883,30.67236875,0.202939438381197,"Half Cover"
"32","BB","AL",0.5,218,2035.04069487508,5.22583065096558,3.9010883888363,0.0180563753698833,51.6490003267924,1.1607321235955,53.3664162953695,0.802207749461809,2371.74054685853,3.67913240301883,30.67236875,0.202939438381197,"Half Cover"
"33","BB","AL",0.5,225,2035.04069487508,5.22583065096558,3.9010883888363,0.0180563753698833,51.6490003267924,1.1607321235955,53.3664162953695,0.802207749461809,2371.74054685853,3.67913240301883,30.67236875,0.202939438381197,"Half Cover"
"34","BB","AL",0.5,232,2035.04069487508,5.22583065096558,3.9010883888363,0.0180563753698833,51.6490003267924,1.1607321235955,53.3664162953695,0.802207749461809,2371.74054685853,3.67913240301883,30.67236875,0.202939438381197,"Half Cover"
"35","BB","AL",0.5,239,2055.96461853769,8.53006167681003,3.77076087175044,0.040080241903268,50.5798336664836,1.54454349493657,48.1234997113546,0.988865880631822,2379.88000857567,4.72697050331092,30.1092395833333,0.300633645089158,"Half Cover"
